commit,run#,patchcoverage
09355d9d038a1590ee055831a4ad3a79952cfa8b,1,0.000000
09355d9d038a1590ee055831a4ad3a79952cfa8b,2,0.224490
09355d9d038a1590ee055831a4ad3a79952cfa8b,3,0.714286
09355d9d038a1590ee055831a4ad3a79952cfa8b,4,0.714286
09355d9d038a1590ee055831a4ad3a79952cfa8b,5,0.714286
09355d9d038a1590ee055831a4ad3a79952cfa8b,6,0.755102
09355d9d038a1590ee055831a4ad3a79952cfa8b,7,0.755102
09355d9d038a1590ee055831a4ad3a79952cfa8b,8,0.918367
09355d9d038a1590ee055831a4ad3a79952cfa8b,9,0.959184
09355d9d038a1590ee055831a4ad3a79952cfa8b,10,0.959184
0a0624a26f9ceb8aae16882d87dc3b12f17f4a49,1,0.000000
0a0624a26f9ceb8aae16882d87dc3b12f17f4a49,2,1.000000
0a0624a26f9ceb8aae16882d87dc3b12f17f4a49,3,1.000000
0a0624a26f9ceb8aae16882d87dc3b12f17f4a49,4,1.000000
0a0624a26f9ceb8aae16882d87dc3b12f17f4a49,5,1.000000
0a0624a26f9ceb8aae16882d87dc3b12f17f4a49,6,1.000000
0a0624a26f9ceb8aae16882d87dc3b12f17f4a49,7,1.000000
0a0624a26f9ceb8aae16882d87dc3b12f17f4a49,8,1.000000
0a0624a26f9ceb8aae16882d87dc3b12f17f4a49,9,1.000000
0a0624a26f9ceb8aae16882d87dc3b12f17f4a49,10,1.000000
0a434e0a2c9f4395e4560aac22677ef25ab4afd9,1,0.000000
0a434e0a2c9f4395e4560aac22677ef25ab4afd9,2,0.000000
0a434e0a2c9f4395e4560aac22677ef25ab4afd9,3,0.000000
0a434e0a2c9f4395e4560aac22677ef25ab4afd9,4,0.000000
0a434e0a2c9f4395e4560aac22677ef25ab4afd9,5,0.000000
0a434e0a2c9f4395e4560aac22677ef25ab4afd9,6,0.000000
0a434e0a2c9f4395e4560aac22677ef25ab4afd9,7,0.000000
0a434e0a2c9f4395e4560aac22677ef25ab4afd9,8,0.000000
0a434e0a2c9f4395e4560aac22677ef25ab4afd9,9,1.000000
0a434e0a2c9f4395e4560aac22677ef25ab4afd9,10,1.000000
0a5c26712f963f0500161a23e0ffff8d29f742ab,1,0.000000
0a5c26712f963f0500161a23e0ffff8d29f742ab,2,0.000000
0a5c26712f963f0500161a23e0ffff8d29f742ab,3,0.000000
0a5c26712f963f0500161a23e0ffff8d29f742ab,4,0.000000
0a5c26712f963f0500161a23e0ffff8d29f742ab,5,0.000000
0a5c26712f963f0500161a23e0ffff8d29f742ab,6,0.000000
0a5c26712f963f0500161a23e0ffff8d29f742ab,7,0.000000
0a5c26712f963f0500161a23e0ffff8d29f742ab,8,0.000000
0a5c26712f963f0500161a23e0ffff8d29f742ab,9,0.000000
0a5c26712f963f0500161a23e0ffff8d29f742ab,10,0.000000
0a64f5f97ae957ebddc9bffb1101cdacf3ebf9ff,1,0.000000
0a64f5f97ae957ebddc9bffb1101cdacf3ebf9ff,2,0.000000
0a64f5f97ae957ebddc9bffb1101cdacf3ebf9ff,3,0.000000
0a64f5f97ae957ebddc9bffb1101cdacf3ebf9ff,4,0.000000
0a64f5f97ae957ebddc9bffb1101cdacf3ebf9ff,5,0.000000
0a64f5f97ae957ebddc9bffb1101cdacf3ebf9ff,6,0.000000
0a64f5f97ae957ebddc9bffb1101cdacf3ebf9ff,7,0.000000
0a64f5f97ae957ebddc9bffb1101cdacf3ebf9ff,8,0.000000
0a64f5f97ae957ebddc9bffb1101cdacf3ebf9ff,9,0.000000
0a64f5f97ae957ebddc9bffb1101cdacf3ebf9ff,10,0.000000
0a8e9599b91db84b25e4f13e89ed9b5cc3c2d15f,1,1.000000
0a8e9599b91db84b25e4f13e89ed9b5cc3c2d15f,2,1.000000
0a8e9599b91db84b25e4f13e89ed9b5cc3c2d15f,3,1.000000
0a8e9599b91db84b25e4f13e89ed9b5cc3c2d15f,4,1.000000
0a8e9599b91db84b25e4f13e89ed9b5cc3c2d15f,5,1.000000
0a8e9599b91db84b25e4f13e89ed9b5cc3c2d15f,6,1.000000
0a8e9599b91db84b25e4f13e89ed9b5cc3c2d15f,7,1.000000
0a8e9599b91db84b25e4f13e89ed9b5cc3c2d15f,8,1.000000
0a8e9599b91db84b25e4f13e89ed9b5cc3c2d15f,9,1.000000
0a8e9599b91db84b25e4f13e89ed9b5cc3c2d15f,10,1.000000
0ae8f4785107eb7f63ac17d86d894be681427dd2,1,0.000000
0ae8f4785107eb7f63ac17d86d894be681427dd2,2,0.000000
0ae8f4785107eb7f63ac17d86d894be681427dd2,3,1.000000
0ae8f4785107eb7f63ac17d86d894be681427dd2,4,1.000000
0ae8f4785107eb7f63ac17d86d894be681427dd2,5,1.000000
0ae8f4785107eb7f63ac17d86d894be681427dd2,6,1.000000
0ae8f4785107eb7f63ac17d86d894be681427dd2,7,1.000000
0ae8f4785107eb7f63ac17d86d894be681427dd2,8,1.000000
0ae8f4785107eb7f63ac17d86d894be681427dd2,9,1.000000
0ae8f4785107eb7f63ac17d86d894be681427dd2,10,1.000000
0b3f3143d473b489a7aa0779c43bcdb344bd3014,1,1.000000
0b3f3143d473b489a7aa0779c43bcdb344bd3014,2,1.000000
0b3f3143d473b489a7aa0779c43bcdb344bd3014,3,1.000000
0b3f3143d473b489a7aa0779c43bcdb344bd3014,4,1.000000
0b3f3143d473b489a7aa0779c43bcdb344bd3014,5,1.000000
0b3f3143d473b489a7aa0779c43bcdb344bd3014,6,1.000000
0b3f3143d473b489a7aa0779c43bcdb344bd3014,7,1.000000
0b3f3143d473b489a7aa0779c43bcdb344bd3014,8,1.000000
0b3f3143d473b489a7aa0779c43bcdb344bd3014,9,1.000000
0b3f3143d473b489a7aa0779c43bcdb344bd3014,10,1.000000
0b452520477efbe4370cb747572c3c63c7cb3176,1,1.000000
0b452520477efbe4370cb747572c3c63c7cb3176,2,1.000000
0b452520477efbe4370cb747572c3c63c7cb3176,3,1.000000
0b452520477efbe4370cb747572c3c63c7cb3176,4,1.000000
0b452520477efbe4370cb747572c3c63c7cb3176,5,1.000000
0b452520477efbe4370cb747572c3c63c7cb3176,6,1.000000
0b452520477efbe4370cb747572c3c63c7cb3176,7,1.000000
0b452520477efbe4370cb747572c3c63c7cb3176,8,1.000000
0b452520477efbe4370cb747572c3c63c7cb3176,9,1.000000
0b452520477efbe4370cb747572c3c63c7cb3176,10,1.000000
0bfcc8b5c1ed9999a8717a3482faea2ebae17a3a,1,0.000000
0bfcc8b5c1ed9999a8717a3482faea2ebae17a3a,2,0.000000
0bfcc8b5c1ed9999a8717a3482faea2ebae17a3a,3,0.000000
0bfcc8b5c1ed9999a8717a3482faea2ebae17a3a,4,0.000000
0bfcc8b5c1ed9999a8717a3482faea2ebae17a3a,5,0.000000
0bfcc8b5c1ed9999a8717a3482faea2ebae17a3a,6,0.000000
0bfcc8b5c1ed9999a8717a3482faea2ebae17a3a,7,0.000000
0bfcc8b5c1ed9999a8717a3482faea2ebae17a3a,8,0.000000
0bfcc8b5c1ed9999a8717a3482faea2ebae17a3a,9,0.000000
0bfcc8b5c1ed9999a8717a3482faea2ebae17a3a,10,0.000000
0c0593b45c9b4e5b212ffb3fb28bb8d3c0ec0dc8,1,0.000000
0c0593b45c9b4e5b212ffb3fb28bb8d3c0ec0dc8,2,1.000000
0c0593b45c9b4e5b212ffb3fb28bb8d3c0ec0dc8,3,1.000000
0c0593b45c9b4e5b212ffb3fb28bb8d3c0ec0dc8,4,1.000000
0c0593b45c9b4e5b212ffb3fb28bb8d3c0ec0dc8,5,1.000000
0c0593b45c9b4e5b212ffb3fb28bb8d3c0ec0dc8,6,1.000000
0c0593b45c9b4e5b212ffb3fb28bb8d3c0ec0dc8,7,1.000000
0c0593b45c9b4e5b212ffb3fb28bb8d3c0ec0dc8,8,1.000000
0c0593b45c9b4e5b212ffb3fb28bb8d3c0ec0dc8,9,1.000000
0c0593b45c9b4e5b212ffb3fb28bb8d3c0ec0dc8,10,1.000000
0c7639cc838263b6e38b3af76755d574f15cdf41,1,1.000000
0c7639cc838263b6e38b3af76755d574f15cdf41,2,1.000000
0c7639cc838263b6e38b3af76755d574f15cdf41,3,1.000000
0c7639cc838263b6e38b3af76755d574f15cdf41,4,1.000000
0c7639cc838263b6e38b3af76755d574f15cdf41,5,1.000000
0c7639cc838263b6e38b3af76755d574f15cdf41,6,1.000000
0c7639cc838263b6e38b3af76755d574f15cdf41,7,1.000000
0c7639cc838263b6e38b3af76755d574f15cdf41,8,1.000000
0c7639cc838263b6e38b3af76755d574f15cdf41,9,1.000000
0c7639cc838263b6e38b3af76755d574f15cdf41,10,1.000000
0c8b5d6268d92d141bfd64d21c870d295a84dee1,1,1.000000
0c8b5d6268d92d141bfd64d21c870d295a84dee1,2,1.000000
0c8b5d6268d92d141bfd64d21c870d295a84dee1,3,1.000000
0c8b5d6268d92d141bfd64d21c870d295a84dee1,4,1.000000
0c8b5d6268d92d141bfd64d21c870d295a84dee1,5,1.000000
0c8b5d6268d92d141bfd64d21c870d295a84dee1,6,1.000000
0c8b5d6268d92d141bfd64d21c870d295a84dee1,7,1.000000
0c8b5d6268d92d141bfd64d21c870d295a84dee1,8,1.000000
0c8b5d6268d92d141bfd64d21c870d295a84dee1,9,1.000000
0c8b5d6268d92d141bfd64d21c870d295a84dee1,10,1.000000
0cc3bd80610cc04642c8dd5cd1d54bd975229d02,1,0.000000
0cc3bd80610cc04642c8dd5cd1d54bd975229d02,2,0.000000
0cc3bd80610cc04642c8dd5cd1d54bd975229d02,3,0.000000
0cc3bd80610cc04642c8dd5cd1d54bd975229d02,4,0.000000
0cc3bd80610cc04642c8dd5cd1d54bd975229d02,5,0.000000
0cc3bd80610cc04642c8dd5cd1d54bd975229d02,6,0.000000
0cc3bd80610cc04642c8dd5cd1d54bd975229d02,7,0.000000
0cc3bd80610cc04642c8dd5cd1d54bd975229d02,8,0.000000
0cc3bd80610cc04642c8dd5cd1d54bd975229d02,9,0.000000
0cc3bd80610cc04642c8dd5cd1d54bd975229d02,10,0.000000
0d199e4363b482badcedba764e2aceab53a4a10a,1,0.000000
0d199e4363b482badcedba764e2aceab53a4a10a,2,0.000000
0d199e4363b482badcedba764e2aceab53a4a10a,3,0.000000
0d199e4363b482badcedba764e2aceab53a4a10a,4,0.000000
0d199e4363b482badcedba764e2aceab53a4a10a,5,0.000000
0d199e4363b482badcedba764e2aceab53a4a10a,6,0.000000
0d199e4363b482badcedba764e2aceab53a4a10a,7,0.000000
0d199e4363b482badcedba764e2aceab53a4a10a,8,0.000000
0d199e4363b482badcedba764e2aceab53a4a10a,9,0.000000
0d199e4363b482badcedba764e2aceab53a4a10a,10,0.000000
0dd1628aaef70331fbe605d401085070ebe075cc,1,0.000000
0dd1628aaef70331fbe605d401085070ebe075cc,2,0.000000
0dd1628aaef70331fbe605d401085070ebe075cc,3,1.000000
0dd1628aaef70331fbe605d401085070ebe075cc,4,1.000000
0dd1628aaef70331fbe605d401085070ebe075cc,5,1.000000
0dd1628aaef70331fbe605d401085070ebe075cc,6,1.000000
0dd1628aaef70331fbe605d401085070ebe075cc,7,1.000000
0dd1628aaef70331fbe605d401085070ebe075cc,8,1.000000
0dd1628aaef70331fbe605d401085070ebe075cc,9,1.000000
0dd1628aaef70331fbe605d401085070ebe075cc,10,1.000000
112024a3b6dcfc62ec36ea0cf58b897f2ce54c59,1,0.000000
112024a3b6dcfc62ec36ea0cf58b897f2ce54c59,2,1.000000
112024a3b6dcfc62ec36ea0cf58b897f2ce54c59,3,1.000000
112024a3b6dcfc62ec36ea0cf58b897f2ce54c59,4,1.000000
112024a3b6dcfc62ec36ea0cf58b897f2ce54c59,5,1.000000
112024a3b6dcfc62ec36ea0cf58b897f2ce54c59,6,1.000000
112024a3b6dcfc62ec36ea0cf58b897f2ce54c59,7,1.000000
112024a3b6dcfc62ec36ea0cf58b897f2ce54c59,8,1.000000
112024a3b6dcfc62ec36ea0cf58b897f2ce54c59,9,1.000000
112024a3b6dcfc62ec36ea0cf58b897f2ce54c59,10,1.000000
1138b9818efa8a3a9670680a1d75134a4f2758ce,1,0.000000
1138b9818efa8a3a9670680a1d75134a4f2758ce,2,0.000000
1138b9818efa8a3a9670680a1d75134a4f2758ce,3,0.000000
1138b9818efa8a3a9670680a1d75134a4f2758ce,4,0.000000
1138b9818efa8a3a9670680a1d75134a4f2758ce,5,0.000000
1138b9818efa8a3a9670680a1d75134a4f2758ce,6,0.000000
1138b9818efa8a3a9670680a1d75134a4f2758ce,7,0.000000
1138b9818efa8a3a9670680a1d75134a4f2758ce,8,0.000000
1138b9818efa8a3a9670680a1d75134a4f2758ce,9,0.000000
1138b9818efa8a3a9670680a1d75134a4f2758ce,10,0.000000
115fcf5899f7e0b0d3358a22a8cd76b1398642ee,1,0.000000
115fcf5899f7e0b0d3358a22a8cd76b1398642ee,2,0.000000
115fcf5899f7e0b0d3358a22a8cd76b1398642ee,3,0.000000
115fcf5899f7e0b0d3358a22a8cd76b1398642ee,4,0.000000
115fcf5899f7e0b0d3358a22a8cd76b1398642ee,5,1.000000
115fcf5899f7e0b0d3358a22a8cd76b1398642ee,6,1.000000
115fcf5899f7e0b0d3358a22a8cd76b1398642ee,7,1.000000
115fcf5899f7e0b0d3358a22a8cd76b1398642ee,8,1.000000
115fcf5899f7e0b0d3358a22a8cd76b1398642ee,9,1.000000
115fcf5899f7e0b0d3358a22a8cd76b1398642ee,10,1.000000
1229630af88620f6e3a621a1ebd1ca14d9340df7,1,0.000000
1229630af88620f6e3a621a1ebd1ca14d9340df7,2,1.000000
1229630af88620f6e3a621a1ebd1ca14d9340df7,3,1.000000
1229630af88620f6e3a621a1ebd1ca14d9340df7,4,1.000000
1229630af88620f6e3a621a1ebd1ca14d9340df7,5,1.000000
1229630af88620f6e3a621a1ebd1ca14d9340df7,6,1.000000
1229630af88620f6e3a621a1ebd1ca14d9340df7,7,1.000000
1229630af88620f6e3a621a1ebd1ca14d9340df7,8,1.000000
1229630af88620f6e3a621a1ebd1ca14d9340df7,9,1.000000
1229630af88620f6e3a621a1ebd1ca14d9340df7,10,1.000000
12c8691de30734a29b84cae35a4bf1cccca6ad0a,1,0.000000
12c8691de30734a29b84cae35a4bf1cccca6ad0a,2,0.000000
12c8691de30734a29b84cae35a4bf1cccca6ad0a,3,0.000000
12c8691de30734a29b84cae35a4bf1cccca6ad0a,4,1.000000
12c8691de30734a29b84cae35a4bf1cccca6ad0a,5,1.000000
12c8691de30734a29b84cae35a4bf1cccca6ad0a,6,1.000000
12c8691de30734a29b84cae35a4bf1cccca6ad0a,7,1.000000
12c8691de30734a29b84cae35a4bf1cccca6ad0a,8,1.000000
12c8691de30734a29b84cae35a4bf1cccca6ad0a,9,1.000000
12c8691de30734a29b84cae35a4bf1cccca6ad0a,10,1.000000
12d60c1efc29e19f4dc0dc70cd48ce097fce6447,1,0.000000
12d60c1efc29e19f4dc0dc70cd48ce097fce6447,2,0.000000
12d60c1efc29e19f4dc0dc70cd48ce097fce6447,3,1.000000
12d60c1efc29e19f4dc0dc70cd48ce097fce6447,4,1.000000
12d60c1efc29e19f4dc0dc70cd48ce097fce6447,5,1.000000
12d60c1efc29e19f4dc0dc70cd48ce097fce6447,6,1.000000
12d60c1efc29e19f4dc0dc70cd48ce097fce6447,7,1.000000
12d60c1efc29e19f4dc0dc70cd48ce097fce6447,8,1.000000
12d60c1efc29e19f4dc0dc70cd48ce097fce6447,9,1.000000
12d60c1efc29e19f4dc0dc70cd48ce097fce6447,10,1.000000
1324cd8d14f06ff933c825ca5a51139604bc6b97,1,0.000000
1324cd8d14f06ff933c825ca5a51139604bc6b97,2,0.000000
1324cd8d14f06ff933c825ca5a51139604bc6b97,3,0.000000
1324cd8d14f06ff933c825ca5a51139604bc6b97,4,0.000000
1324cd8d14f06ff933c825ca5a51139604bc6b97,5,0.000000
1324cd8d14f06ff933c825ca5a51139604bc6b97,6,0.000000
1324cd8d14f06ff933c825ca5a51139604bc6b97,7,0.000000
1324cd8d14f06ff933c825ca5a51139604bc6b97,8,0.000000
1324cd8d14f06ff933c825ca5a51139604bc6b97,9,0.000000
1324cd8d14f06ff933c825ca5a51139604bc6b97,10,0.000000
133da4b470ecb1d696f07d18753cc482fa0b7580,1,0.000000
133da4b470ecb1d696f07d18753cc482fa0b7580,2,0.000000
133da4b470ecb1d696f07d18753cc482fa0b7580,3,0.000000
133da4b470ecb1d696f07d18753cc482fa0b7580,4,0.000000
133da4b470ecb1d696f07d18753cc482fa0b7580,5,0.000000
133da4b470ecb1d696f07d18753cc482fa0b7580,6,0.000000
133da4b470ecb1d696f07d18753cc482fa0b7580,7,0.000000
133da4b470ecb1d696f07d18753cc482fa0b7580,8,0.000000
133da4b470ecb1d696f07d18753cc482fa0b7580,9,0.000000
133da4b470ecb1d696f07d18753cc482fa0b7580,10,0.000000
14073ce951b5919da450022c050772902f24f054,1,0.000000
14073ce951b5919da450022c050772902f24f054,2,0.000000
14073ce951b5919da450022c050772902f24f054,3,0.000000
14073ce951b5919da450022c050772902f24f054,4,0.000000
14073ce951b5919da450022c050772902f24f054,5,0.000000
14073ce951b5919da450022c050772902f24f054,6,0.000000
14073ce951b5919da450022c050772902f24f054,7,0.000000
14073ce951b5919da450022c050772902f24f054,8,0.000000
14073ce951b5919da450022c050772902f24f054,9,0.000000
14073ce951b5919da450022c050772902f24f054,10,0.000000
1439e3bea7b1201a9461ffbff2a9d59f3e65dc1e,1,1.000000
1439e3bea7b1201a9461ffbff2a9d59f3e65dc1e,2,1.000000
1439e3bea7b1201a9461ffbff2a9d59f3e65dc1e,3,1.000000
1439e3bea7b1201a9461ffbff2a9d59f3e65dc1e,4,1.000000
1439e3bea7b1201a9461ffbff2a9d59f3e65dc1e,5,1.000000
1439e3bea7b1201a9461ffbff2a9d59f3e65dc1e,6,1.000000
