commit,run#,patchcoverage
4472071331549e911a5abad41aea6e3be855a1a4,2,0.000000
4472071331549e911a5abad41aea6e3be855a1a4,3,0.000000
4472071331549e911a5abad41aea6e3be855a1a4,4,0.000000
4472071331549e911a5abad41aea6e3be855a1a4,5,0.000000
4472071331549e911a5abad41aea6e3be855a1a4,6,0.000000
4472071331549e911a5abad41aea6e3be855a1a4,7,0.000000
4472071331549e911a5abad41aea6e3be855a1a4,8,1.000000
4472071331549e911a5abad41aea6e3be855a1a4,9,1.000000
4472071331549e911a5abad41aea6e3be855a1a4,10,1.000000
447e9a7c668113e85e2b6a7a330a3b517cae6c93,1,1.000000
447e9a7c668113e85e2b6a7a330a3b517cae6c93,2,1.000000
447e9a7c668113e85e2b6a7a330a3b517cae6c93,3,1.000000
447e9a7c668113e85e2b6a7a330a3b517cae6c93,4,1.000000
447e9a7c668113e85e2b6a7a330a3b517cae6c93,5,1.000000
447e9a7c668113e85e2b6a7a330a3b517cae6c93,6,1.000000
447e9a7c668113e85e2b6a7a330a3b517cae6c93,7,1.000000
447e9a7c668113e85e2b6a7a330a3b517cae6c93,8,1.000000
447e9a7c668113e85e2b6a7a330a3b517cae6c93,9,1.000000
447e9a7c668113e85e2b6a7a330a3b517cae6c93,10,1.000000
44b0c964201e1e2fbfcdab4472f9260048befbaa,1,0.000000
44b0c964201e1e2fbfcdab4472f9260048befbaa,2,1.000000
44b0c964201e1e2fbfcdab4472f9260048befbaa,3,1.000000
44b0c964201e1e2fbfcdab4472f9260048befbaa,4,1.000000
44b0c964201e1e2fbfcdab4472f9260048befbaa,5,1.000000
44b0c964201e1e2fbfcdab4472f9260048befbaa,6,1.000000
44b0c964201e1e2fbfcdab4472f9260048befbaa,7,1.000000
44b0c964201e1e2fbfcdab4472f9260048befbaa,8,1.000000
44b0c964201e1e2fbfcdab4472f9260048befbaa,9,1.000000
44b0c964201e1e2fbfcdab4472f9260048befbaa,10,1.000000
44c14509b0dabb909ad1ec28800893ea71762732,1,0.000000
44c14509b0dabb909ad1ec28800893ea71762732,2,0.000000
44c14509b0dabb909ad1ec28800893ea71762732,3,0.000000
44c14509b0dabb909ad1ec28800893ea71762732,4,0.000000
44c14509b0dabb909ad1ec28800893ea71762732,5,0.000000
44c14509b0dabb909ad1ec28800893ea71762732,6,0.000000
44c14509b0dabb909ad1ec28800893ea71762732,7,1.000000
44c14509b0dabb909ad1ec28800893ea71762732,8,1.000000
44c14509b0dabb909ad1ec28800893ea71762732,9,1.000000
44c14509b0dabb909ad1ec28800893ea71762732,10,1.000000
44d445c02388c47f8da9fbbeb639f3bbe552356c,1,1.000000
44d445c02388c47f8da9fbbeb639f3bbe552356c,2,1.000000
44d445c02388c47f8da9fbbeb639f3bbe552356c,3,1.000000
44d445c02388c47f8da9fbbeb639f3bbe552356c,4,1.000000
44d445c02388c47f8da9fbbeb639f3bbe552356c,5,1.000000
44d445c02388c47f8da9fbbeb639f3bbe552356c,6,1.000000
44d445c02388c47f8da9fbbeb639f3bbe552356c,7,1.000000
44d445c02388c47f8da9fbbeb639f3bbe552356c,8,1.000000
44d445c02388c47f8da9fbbeb639f3bbe552356c,9,1.000000
44d445c02388c47f8da9fbbeb639f3bbe552356c,10,1.000000
45ca3e61999e9a30ca2b7cfbf9da8a9f8d13be31,1,0.000000
45ca3e61999e9a30ca2b7cfbf9da8a9f8d13be31,2,1.000000
45ca3e61999e9a30ca2b7cfbf9da8a9f8d13be31,3,1.000000
45ca3e61999e9a30ca2b7cfbf9da8a9f8d13be31,4,1.000000
45ca3e61999e9a30ca2b7cfbf9da8a9f8d13be31,5,1.000000
45ca3e61999e9a30ca2b7cfbf9da8a9f8d13be31,6,1.000000
45ca3e61999e9a30ca2b7cfbf9da8a9f8d13be31,7,1.000000
45ca3e61999e9a30ca2b7cfbf9da8a9f8d13be31,8,1.000000
45ca3e61999e9a30ca2b7cfbf9da8a9f8d13be31,9,1.000000
45ca3e61999e9a30ca2b7cfbf9da8a9f8d13be31,10,1.000000
46e7eac647b34ed4106a8262f8bedbb90801fadd,1,0.000000
46e7eac647b34ed4106a8262f8bedbb90801fadd,2,1.000000
46e7eac647b34ed4106a8262f8bedbb90801fadd,3,1.000000
46e7eac647b34ed4106a8262f8bedbb90801fadd,4,1.000000
46e7eac647b34ed4106a8262f8bedbb90801fadd,5,1.000000
46e7eac647b34ed4106a8262f8bedbb90801fadd,6,1.000000
46e7eac647b34ed4106a8262f8bedbb90801fadd,7,1.000000
46e7eac647b34ed4106a8262f8bedbb90801fadd,8,1.000000
46e7eac647b34ed4106a8262f8bedbb90801fadd,9,1.000000
46e7eac647b34ed4106a8262f8bedbb90801fadd,10,1.000000
46ecf720f36230385d876013bbdb4536a56dcec9,1,0.000000
46ecf720f36230385d876013bbdb4536a56dcec9,2,0.000000
46ecf720f36230385d876013bbdb4536a56dcec9,3,0.000000
46ecf720f36230385d876013bbdb4536a56dcec9,4,0.000000
46ecf720f36230385d876013bbdb4536a56dcec9,5,0.000000
46ecf720f36230385d876013bbdb4536a56dcec9,6,0.000000
46ecf720f36230385d876013bbdb4536a56dcec9,7,0.000000
46ecf720f36230385d876013bbdb4536a56dcec9,8,0.000000
46ecf720f36230385d876013bbdb4536a56dcec9,9,0.000000
46ecf720f36230385d876013bbdb4536a56dcec9,10,0.000000
4758d47e0d685c5e2ee999c355c52d25210c2fbc,1,1.000000
4758d47e0d685c5e2ee999c355c52d25210c2fbc,2,1.000000
4758d47e0d685c5e2ee999c355c52d25210c2fbc,3,1.000000
4758d47e0d685c5e2ee999c355c52d25210c2fbc,4,1.000000
4758d47e0d685c5e2ee999c355c52d25210c2fbc,5,1.000000
4758d47e0d685c5e2ee999c355c52d25210c2fbc,6,1.000000
4758d47e0d685c5e2ee999c355c52d25210c2fbc,7,1.000000
4758d47e0d685c5e2ee999c355c52d25210c2fbc,8,1.000000
4758d47e0d685c5e2ee999c355c52d25210c2fbc,9,1.000000
4758d47e0d685c5e2ee999c355c52d25210c2fbc,10,1.000000
47926ab535744d3a9156b8cf507edc77d210595f,1,1.000000
47926ab535744d3a9156b8cf507edc77d210595f,2,1.000000
47926ab535744d3a9156b8cf507edc77d210595f,3,1.000000
47926ab535744d3a9156b8cf507edc77d210595f,4,1.000000
47926ab535744d3a9156b8cf507edc77d210595f,5,1.000000
47926ab535744d3a9156b8cf507edc77d210595f,6,1.000000
47926ab535744d3a9156b8cf507edc77d210595f,7,1.000000
47926ab535744d3a9156b8cf507edc77d210595f,8,1.000000
47926ab535744d3a9156b8cf507edc77d210595f,9,1.000000
47926ab535744d3a9156b8cf507edc77d210595f,10,1.000000
4853cbcd94bdd654e94aa40ae718efcf5b6ae57a,1,0.000000
4853cbcd94bdd654e94aa40ae718efcf5b6ae57a,2,0.000000
4853cbcd94bdd654e94aa40ae718efcf5b6ae57a,3,0.000000
4853cbcd94bdd654e94aa40ae718efcf5b6ae57a,4,0.000000
4853cbcd94bdd654e94aa40ae718efcf5b6ae57a,5,0.000000
4853cbcd94bdd654e94aa40ae718efcf5b6ae57a,6,0.000000
4853cbcd94bdd654e94aa40ae718efcf5b6ae57a,7,0.000000
4853cbcd94bdd654e94aa40ae718efcf5b6ae57a,8,0.000000
4853cbcd94bdd654e94aa40ae718efcf5b6ae57a,9,0.000000
4853cbcd94bdd654e94aa40ae718efcf5b6ae57a,10,0.000000
48bddb89d59eec27c3305d179b1832d5292e285d,1,1.000000
48bddb89d59eec27c3305d179b1832d5292e285d,2,1.000000
48bddb89d59eec27c3305d179b1832d5292e285d,3,1.000000
48bddb89d59eec27c3305d179b1832d5292e285d,4,1.000000
48bddb89d59eec27c3305d179b1832d5292e285d,5,1.000000
48bddb89d59eec27c3305d179b1832d5292e285d,6,1.000000
48bddb89d59eec27c3305d179b1832d5292e285d,7,1.000000
48bddb89d59eec27c3305d179b1832d5292e285d,8,1.000000
48bddb89d59eec27c3305d179b1832d5292e285d,9,1.000000
48bddb89d59eec27c3305d179b1832d5292e285d,10,1.000000
49462e2be119d38c5eb5759d0d1b712df3a41239,1,0.000000
49462e2be119d38c5eb5759d0d1b712df3a41239,2,0.000000
49462e2be119d38c5eb5759d0d1b712df3a41239,3,0.000000
49462e2be119d38c5eb5759d0d1b712df3a41239,4,0.000000
49462e2be119d38c5eb5759d0d1b712df3a41239,5,1.000000
49462e2be119d38c5eb5759d0d1b712df3a41239,6,1.000000
49462e2be119d38c5eb5759d0d1b712df3a41239,7,1.000000
49462e2be119d38c5eb5759d0d1b712df3a41239,8,1.000000
49462e2be119d38c5eb5759d0d1b712df3a41239,9,1.000000
49462e2be119d38c5eb5759d0d1b712df3a41239,10,1.000000
49947b906a6bd9668eaf4f9cf691973c25c26955,1,1.000000
49947b906a6bd9668eaf4f9cf691973c25c26955,2,1.000000
49947b906a6bd9668eaf4f9cf691973c25c26955,3,1.000000
49947b906a6bd9668eaf4f9cf691973c25c26955,4,1.000000
49947b906a6bd9668eaf4f9cf691973c25c26955,5,1.000000
49947b906a6bd9668eaf4f9cf691973c25c26955,6,1.000000
49947b906a6bd9668eaf4f9cf691973c25c26955,7,1.000000
49947b906a6bd9668eaf4f9cf691973c25c26955,8,1.000000
49947b906a6bd9668eaf4f9cf691973c25c26955,9,1.000000
49947b906a6bd9668eaf4f9cf691973c25c26955,10,1.000000
4a46e5d251a39e7c10493743ac89a31f6f3ce5b5,1,0.714286
4a46e5d251a39e7c10493743ac89a31f6f3ce5b5,2,0.714286
4a46e5d251a39e7c10493743ac89a31f6f3ce5b5,3,0.714286
4a46e5d251a39e7c10493743ac89a31f6f3ce5b5,4,0.714286
4a46e5d251a39e7c10493743ac89a31f6f3ce5b5,5,0.714286
4a46e5d251a39e7c10493743ac89a31f6f3ce5b5,6,0.877551
4a46e5d251a39e7c10493743ac89a31f6f3ce5b5,7,0.959184
4a46e5d251a39e7c10493743ac89a31f6f3ce5b5,8,0.959184
4a46e5d251a39e7c10493743ac89a31f6f3ce5b5,9,0.959184
4a46e5d251a39e7c10493743ac89a31f6f3ce5b5,10,0.959184
4aa325ae541378166b3a84186bc1157a1d524f8b,1,0.000000
4aa325ae541378166b3a84186bc1157a1d524f8b,2,0.000000
4aa325ae541378166b3a84186bc1157a1d524f8b,3,0.000000
4aa325ae541378166b3a84186bc1157a1d524f8b,4,0.755102
4aa325ae541378166b3a84186bc1157a1d524f8b,5,0.755102
4aa325ae541378166b3a84186bc1157a1d524f8b,6,0.755102
4aa325ae541378166b3a84186bc1157a1d524f8b,7,0.918367
4aa325ae541378166b3a84186bc1157a1d524f8b,8,0.918367
4aa325ae541378166b3a84186bc1157a1d524f8b,9,0.918367
4aa325ae541378166b3a84186bc1157a1d524f8b,10,0.959184
4bdec61d927b5db25f75fa377504d4e127c3682b,1,0.000000
4bdec61d927b5db25f75fa377504d4e127c3682b,2,0.000000
4bdec61d927b5db25f75fa377504d4e127c3682b,3,0.000000
4bdec61d927b5db25f75fa377504d4e127c3682b,4,0.000000
4bdec61d927b5db25f75fa377504d4e127c3682b,5,0.000000
4bdec61d927b5db25f75fa377504d4e127c3682b,6,0.000000
4bdec61d927b5db25f75fa377504d4e127c3682b,7,0.000000
4bdec61d927b5db25f75fa377504d4e127c3682b,8,0.000000
4bdec61d927b5db25f75fa377504d4e127c3682b,9,0.000000
4bdec61d927b5db25f75fa377504d4e127c3682b,10,0.000000
4cdd2450bf739bada353e82d27b00db9af8c3001,1,0.000000
4cdd2450bf739bada353e82d27b00db9af8c3001,2,0.836735
4cdd2450bf739bada353e82d27b00db9af8c3001,3,0.836735
4cdd2450bf739bada353e82d27b00db9af8c3001,4,0.836735
4cdd2450bf739bada353e82d27b00db9af8c3001,5,0.836735
4cdd2450bf739bada353e82d27b00db9af8c3001,6,0.918367
4cdd2450bf739bada353e82d27b00db9af8c3001,7,0.918367
4cdd2450bf739bada353e82d27b00db9af8c3001,8,0.918367
4cdd2450bf739bada353e82d27b00db9af8c3001,9,0.918367
4cdd2450bf739bada353e82d27b00db9af8c3001,10,0.918367
4dd4ad44b7da1008616c79dd2c925be71021c315,1,0.000000
4dd4ad44b7da1008616c79dd2c925be71021c315,2,1.000000
4dd4ad44b7da1008616c79dd2c925be71021c315,3,1.000000
4dd4ad44b7da1008616c79dd2c925be71021c315,4,1.000000
4dd4ad44b7da1008616c79dd2c925be71021c315,5,1.000000
4dd4ad44b7da1008616c79dd2c925be71021c315,6,1.000000
4dd4ad44b7da1008616c79dd2c925be71021c315,7,1.000000
4dd4ad44b7da1008616c79dd2c925be71021c315,8,1.000000
4dd4ad44b7da1008616c79dd2c925be71021c315,9,1.000000
4dd4ad44b7da1008616c79dd2c925be71021c315,10,1.000000
4f1406396ed4d97518b8112327bdaf14fc9d4090,1,1.000000
4f1406396ed4d97518b8112327bdaf14fc9d4090,2,1.000000
4f1406396ed4d97518b8112327bdaf14fc9d4090,3,1.000000
4f1406396ed4d97518b8112327bdaf14fc9d4090,4,1.000000
4f1406396ed4d97518b8112327bdaf14fc9d4090,5,1.000000
4f1406396ed4d97518b8112327bdaf14fc9d4090,6,1.000000
4f1406396ed4d97518b8112327bdaf14fc9d4090,7,1.000000
4f1406396ed4d97518b8112327bdaf14fc9d4090,8,1.000000
4f1406396ed4d97518b8112327bdaf14fc9d4090,9,1.000000
4f1406396ed4d97518b8112327bdaf14fc9d4090,10,1.000000
4f61f133f354853bc394ec7d6028adb9b02dd701,1,0.000000
4f61f133f354853bc394ec7d6028adb9b02dd701,2,0.000000
4f61f133f354853bc394ec7d6028adb9b02dd701,3,0.000000
4f61f133f354853bc394ec7d6028adb9b02dd701,4,0.000000
4f61f133f354853bc394ec7d6028adb9b02dd701,5,0.000000
4f61f133f354853bc394ec7d6028adb9b02dd701,6,1.000000
4f61f133f354853bc394ec7d6028adb9b02dd701,7,1.000000
4f61f133f354853bc394ec7d6028adb9b02dd701,8,1.000000
4f61f133f354853bc394ec7d6028adb9b02dd701,9,1.000000
4f61f133f354853bc394ec7d6028adb9b02dd701,10,1.000000
4f627af8e6068892cafe031df6c14e8a0aaaa426,1,0.000000
4f627af8e6068892cafe031df6c14e8a0aaaa426,2,0.000000
4f627af8e6068892cafe031df6c14e8a0aaaa426,3,0.000000
4f627af8e6068892cafe031df6c14e8a0aaaa426,4,0.000000
4f627af8e6068892cafe031df6c14e8a0aaaa426,5,0.000000
4f627af8e6068892cafe031df6c14e8a0aaaa426,6,0.000000
4f627af8e6068892cafe031df6c14e8a0aaaa426,7,0.000000
4f627af8e6068892cafe031df6c14e8a0aaaa426,8,0.000000
4f627af8e6068892cafe031df6c14e8a0aaaa426,9,0.000000
4f627af8e6068892cafe031df6c14e8a0aaaa426,10,0.000000
502ddefa5085d24616877bd10ac89b030eba838e,1,0.000000
502ddefa5085d24616877bd10ac89b030eba838e,2,0.000000
502ddefa5085d24616877bd10ac89b030eba838e,3,0.000000
502ddefa5085d24616877bd10ac89b030eba838e,4,0.000000
502ddefa5085d24616877bd10ac89b030eba838e,5,0.000000
502ddefa5085d24616877bd10ac89b030eba838e,6,0.000000
502ddefa5085d24616877bd10ac89b030eba838e,7,0.000000
502ddefa5085d24616877bd10ac89b030eba838e,8,0.000000
502ddefa5085d24616877bd10ac89b030eba838e,9,0.000000
502ddefa5085d24616877bd10ac89b030eba838e,10,0.000000
5050531610a64f08461e0c309db80ca51b779fd5,1,0.000000
5050531610a64f08461e0c309db80ca51b779fd5,2,0.000000
5050531610a64f08461e0c309db80ca51b779fd5,3,1.000000
5050531610a64f08461e0c309db80ca51b779fd5,4,1.000000
5050531610a64f08461e0c309db80ca51b779fd5,5,1.000000
5050531610a64f08461e0c309db80ca51b779fd5,6,1.000000
5050531610a64f08461e0c309db80ca51b779fd5,7,1.000000
5050531610a64f08461e0c309db80ca51b779fd5,8,1.000000
5050531610a64f08461e0c309db80ca51b779fd5,9,1.000000
5050531610a64f08461e0c309db80ca51b779fd5,10,1.000000
5142239a22219921a7863cf00c9ab853c00689d8,1,0.000000
5142239a22219921a7863cf00c9ab853c00689d8,2,0.000000
5142239a22219921a7863cf00c9ab853c00689d8,3,0.000000
5142239a22219921a7863cf00c9ab853c00689d8,4,0.000000
5142239a22219921a7863cf00c9ab853c00689d8,5,0.000000
5142239a22219921a7863cf00c9ab853c00689d8,6,0.000000
5142239a22219921a7863cf00c9ab853c00689d8,7,0.000000
5142239a22219921a7863cf00c9ab853c00689d8,8,0.000000
5142239a22219921a7863cf00c9ab853c00689d8,9,0.000000
5142239a22219921a7863cf00c9ab853c00689d8,10,0.000000
51f1ffc00d95e3e6bb53af456d2716d2a07f2d99,1,0.000000
51f1ffc00d95e3e6bb53af456d2716d2a07f2d99,2,0.000000
51f1ffc00d95e3e6bb53af456d2716d2a07f2d99,3,0.000000
51f1ffc00d95e3e6bb53af456d2716d2a07f2d99,4,0.000000
51f1ffc00d95e3e6bb53af456d2716d2a07f2d99,5,0.000000
51f1ffc00d95e3e6bb53af456d2716d2a07f2d99,6,0.000000
51f1ffc00d95e3e6bb53af456d2716d2a07f2d99,7,1.000000
51f1ffc00d95e3e6bb53af456d2716d2a07f2d99,8,1.000000
51f1ffc00d95e3e6bb53af456d2716d2a07f2d99,9,1.000000
51f1ffc00d95e3e6bb53af456d2716d2a07f2d99,10,1.000000
5375336c8c42a343c3b440b6f1e21c65e7b174b9,1,0.000000
5375336c8c42a343c3b440b6f1e21c65e7b174b9,2,0.000000
5375336c8c42a343c3b440b6f1e21c65e7b174b9,3,1.000000
5375336c8c42a343c3b440b6f1e21c65e7b174b9,4,1.000000
5375336c8c42a343c3b440b6f1e21c65e7b174b9,5,1.000000
5375336c8c42a343c3b440b6f1e21c65e7b174b9,6,1.000000
5375336c8c42a343c3b440b6f1e21c65e7b174b9,7,1.000000
5375336c8c42a343c3b440b6f1e21c65e7b174b9,8,1.000000
5375336c8c42a343c3b440b6f1e21c65e7b174b9,9,1.000000
5375336c8c42a343c3b440b6f1e21c65e7b174b9,10,1.000000
53ad46169fe2996fe1b623ba6c9c4fa33847876f,1,0.000000
53ad46169fe2996fe1b623ba6c9c4fa33847876f,2,0.000000
53ad46169fe2996fe1b623ba6c9c4fa33847876f,3,0.000000
53ad46169fe2996fe1b623ba6c9c4fa33847876f,4,0.000000
53ad46169fe2996fe1b623ba6c9c4fa33847876f,5,0.000000
53ad46169fe2996fe1b623ba6c9c4fa33847876f,6,0.224490
53ad46169fe2996fe1b623ba6c9c4fa33847876f,7,0.224490
53ad46169fe2996fe1b623ba6c9c4fa33847876f,8,0.224490
53ad46169fe2996fe1b623ba6c9c4fa33847876f,9,0.224490
53ad46169fe2996fe1b623ba6c9c4fa33847876f,10,0.224490
53b3947ddb7f309d1f611f8dc9bfd6ea9d699907,1,0.000000
53b3947ddb7f309d1f611f8dc9bfd6ea9d699907,2,0.000000
53b3947ddb7f309d1f611f8dc9bfd6ea9d699907,3,0.000000
53b3947ddb7f309d1f611f8dc9bfd6ea9d699907,4,0.000000
53b3947ddb7f309d1f611f8dc9bfd6ea9d699907,5,0.000000
53b3947ddb7f309d1f611f8dc9bfd6ea9d699907,6,0.000000
53b3947ddb7f309d1f611f8dc9bfd6ea9d699907,7,0.000000
53b3947ddb7f309d1f611f8dc9bfd6ea9d699907,8,0.000000
53b3947ddb7f309d1f611f8dc9bfd6ea9d699907,9,0.000000
53b3947ddb7f309d1f611f8dc9bfd6ea9d699907,10,0.000000
53b97af4a44abd21344cc9f13986ba53051287bb,1,0.000000
53b97af4a44abd21344cc9f13986ba53051287bb,2,0.224490
53b97af4a44abd21344cc9f13986ba53051287bb,3,0.224490
53b97af4a44abd21344cc9f13986ba53051287bb,4,0.224490
53b97af4a44abd21344cc9f13986ba53051287bb,5,0.673469
53b97af4a44abd21344cc9f13986ba53051287bb,6,0.714286
53b97af4a44abd21344cc9f13986ba53051287bb,7,0.918367
53b97af4a44abd21344cc9f13986ba53051287bb,8,0.918367
53b97af4a44abd21344cc9f13986ba53051287bb,9,0.918367
53b97af4a44abd21344cc9f13986ba53051287bb,10,0.918367
53d862fac4a09b9c56cca0433fa9de5732fd05a1,1,1.000000
53d862fac4a09b9c56cca0433fa9de5732fd05a1,2,1.000000
53d862fac4a09b9c56cca0433fa9de5732fd05a1,3,1.000000
53d862fac4a09b9c56cca0433fa9de5732fd05a1,4,1.000000
53d862fac4a09b9c56cca0433fa9de5732fd05a1,5,1.000000
53d862fac4a09b9c56cca0433fa9de5732fd05a1,6,1.000000
53d862fac4a09b9c56cca0433fa9de5732fd05a1,7,1.000000
53d862fac4a09b9c56cca0433fa9de5732fd05a1,8,1.000000
53d862fac4a09b9c56cca0433fa9de5732fd05a1,9,1.000000
53d862fac4a09b9c56cca0433fa9de5732fd05a1,10,1.000000
53da4c45cadee45c1c902d58556cc0d488878e16,1,1.000000
53da4c45cadee45c1c902d58556cc0d488878e16,2,1.000000
53da4c45cadee45c1c902d58556cc0d488878e16,3,1.000000
53da4c45cadee45c1c902d58556cc0d488878e16,4,1.000000
53da4c45cadee45c1c902d58556cc0d488878e16,5,1.000000
53da4c45cadee45c1c902d58556cc0d488878e16,6,1.000000
53da4c45cadee45c1c902d58556cc0d488878e16,7,1.000000
53da4c45cadee45c1c902d58556cc0d488878e16,8,1.000000
53da4c45cadee45c1c902d58556cc0d488878e16,9,1.000000
53da4c45cadee45c1c902d58556cc0d488878e16,10,1.000000
54324c2f3d728f451d9053fcc7859b26fc9cecb4,1,0.000000
54324c2f3d728f451d9053fcc7859b26fc9cecb4,2,0.000000
54324c2f3d728f451d9053fcc7859b26fc9cecb4,3,0.000000
54324c2f3d728f451d9053fcc7859b26fc9cecb4,4,0.000000
54324c2f3d728f451d9053fcc7859b26fc9cecb4,5,0.000000
54324c2f3d728f451d9053fcc7859b26fc9cecb4,6,0.000000
54324c2f3d728f451d9053fcc7859b26fc9cecb4,7,0.000000
54324c2f3d728f451d9053fcc7859b26fc9cecb4,8,0.000000
54324c2f3d728f451d9053fcc7859b26fc9cecb4,9,0.000000
54324c2f3d728f451d9053fcc7859b26fc9cecb4,10,0.000000
544a8d75f3d6e60e160cd92dc56321484598a993,1,0.000000
544a8d75f3d6e60e160cd92dc56321484598a993,2,0.000000
544a8d75f3d6e60e160cd92dc56321484598a993,3,0.000000
544a8d75f3d6e60e160cd92dc56321484598a993,4,0.000000
544a8d75f3d6e60e160cd92dc56321484598a993,5,0.000000
544a8d75f3d6e60e160cd92dc56321484598a993,6,0.000000
544a8d75f3d6e60e160cd92dc56321484598a993,7,0.000000
544a8d75f3d6e60e160cd92dc56321484598a993,8,0.000000
544a8d75f3d6e60e160cd92dc56321484598a993,9,0.000000
544a8d75f3d6e60e160cd92dc56321484598a993,10,0.000000
545c272232caded141abb273745091d6a0d8b14b,1,0.000000
545c272232caded141abb273745091d6a0d8b14b,2,0.000000
545c272232caded141abb273745091d6a0d8b14b,3,0.000000
545c272232caded141abb273745091d6a0d8b14b,4,0.000000
545c272232caded141abb273745091d6a0d8b14b,5,0.000000
545c272232caded141abb273745091d6a0d8b14b,6,0.000000
545c272232caded141abb273745091d6a0d8b14b,7,0.000000
545c272232caded141abb273745091d6a0d8b14b,8,0.000000
545c272232caded141abb273745091d6a0d8b14b,9,0.000000
545c272232caded141abb273745091d6a0d8b14b,10,0.000000
54c15ddd4c821d398a67e3e418f78136e848270e,1,1.000000
54c15ddd4c821d398a67e3e418f78136e848270e,2,1.000000
54c15ddd4c821d398a67e3e418f78136e848270e,3,1.000000
54c15ddd4c821d398a67e3e418f78136e848270e,4,1.000000
54c15ddd4c821d398a67e3e418f78136e848270e,5,1.000000
54c15ddd4c821d398a67e3e418f78136e848270e,6,1.000000
54c15ddd4c821d398a67e3e418f78136e848270e,7,1.000000
54c15ddd4c821d398a67e3e418f78136e848270e,8,1.000000
54c15ddd4c821d398a67e3e418f78136e848270e,9,1.000000
54c15ddd4c821d398a67e3e418f78136e848270e,10,1.000000
54cfa910b443b3d90b3e00bd96cdf563a285390b,1,1.000000
54cfa910b443b3d90b3e00bd96cdf563a285390b,2,1.000000
54cfa910b443b3d90b3e00bd96cdf563a285390b,3,1.000000
54cfa910b443b3d90b3e00bd96cdf563a285390b,4,1.000000
54cfa910b443b3d90b3e00bd96cdf563a285390b,5,1.000000
54cfa910b443b3d90b3e00bd96cdf563a285390b,6,1.000000
54cfa910b443b3d90b3e00bd96cdf563a285390b,7,1.000000
54cfa910b443b3d90b3e00bd96cdf563a285390b,8,1.000000
54cfa910b443b3d90b3e00bd96cdf563a285390b,9,1.000000
54cfa910b443b3d90b3e00bd96cdf563a285390b,10,1.000000
56580e22fecb7cbe11f9debb8de07662a847d444,1,1.000000
56580e22fecb7cbe11f9debb8de07662a847d444,2,1.000000
56580e22fecb7cbe11f9debb8de07662a847d444,3,1.000000
56580e22fecb7cbe11f9debb8de07662a847d444,4,1.000000
56580e22fecb7cbe11f9debb8de07662a847d444,5,1.000000
56580e22fecb7cbe11f9debb8de07662a847d444,6,1.000000
56580e22fecb7cbe11f9debb8de07662a847d444,7,1.000000
56580e22fecb7cbe11f9debb8de07662a847d444,8,1.000000
56580e22fecb7cbe11f9debb8de07662a847d444,9,1.000000
56580e22fecb7cbe11f9debb8de07662a847d444,10,1.000000
581045ed5cfa42ed7f5364d6ccbcb6fcc077ffcf,1,0.000000
581045ed5cfa42ed7f5364d6ccbcb6fcc077ffcf,2,0.000000
581045ed5cfa42ed7f5364d6ccbcb6fcc077ffcf,3,1.000000
581045ed5cfa42ed7f5364d6ccbcb6fcc077ffcf,4,1.000000
581045ed5cfa42ed7f5364d6ccbcb6fcc077ffcf,5,1.000000
581045ed5cfa42ed7f5364d6ccbcb6fcc077ffcf,6,1.000000
581045ed5cfa42ed7f5364d6ccbcb6fcc077ffcf,7,1.000000
581045ed5cfa42ed7f5364d6ccbcb6fcc077ffcf,8,1.000000
581045ed5cfa42ed7f5364d6ccbcb6fcc077ffcf,9,1.000000
581045ed5cfa42ed7f5364d6ccbcb6fcc077ffcf,10,1.000000
583d18336abdfb1b355270289ff8f6a2608ba905,1,0.000000
583d18336abdfb1b355270289ff8f6a2608ba905,2,0.000000
583d18336abdfb1b355270289ff8f6a2608ba905,3,0.000000
583d18336abdfb1b355270289ff8f6a2608ba905,4,0.000000
583d18336abdfb1b355270289ff8f6a2608ba905,5,0.000000
583d18336abdfb1b355270289ff8f6a2608ba905,6,0.000000
583d18336abdfb1b355270289ff8f6a2608ba905,7,0.000000
583d18336abdfb1b355270289ff8f6a2608ba905,8,0.000000
583d18336abdfb1b355270289ff8f6a2608ba905,9,0.000000
583d18336abdfb1b355270289ff8f6a2608ba905,10,0.000000
586f61682816f0cf7865b2dab7210b8f5339f834,1,0.000000
586f61682816f0cf7865b2dab7210b8f5339f834,2,0.000000
586f61682816f0cf7865b2dab7210b8f5339f834,3,0.000000
586f61682816f0cf7865b2dab7210b8f5339f834,4,1.000000
586f61682816f0cf7865b2dab7210b8f5339f834,5,1.000000
586f61682816f0cf7865b2dab7210b8f5339f834,6,1.000000
586f61682816f0cf7865b2dab7210b8f5339f834,7,1.000000
586f61682816f0cf7865b2dab7210b8f5339f834,8,1.000000
586f61682816f0cf7865b2dab7210b8f5339f834,9,1.000000
586f61682816f0cf7865b2dab7210b8f5339f834,10,1.000000
59a6cc5c5d64ca20461fec46e450e0639b1e6410,1,1.000000
59a6cc5c5d64ca20461fec46e450e0639b1e6410,2,1.000000
59a6cc5c5d64ca20461fec46e450e0639b1e6410,3,1.000000
59a6cc5c5d64ca20461fec46e450e0639b1e6410,4,1.000000
59a6cc5c5d64ca20461fec46e450e0639b1e6410,5,1.000000
59a6cc5c5d64ca20461fec46e450e0639b1e6410,6,1.000000
59a6cc5c5d64ca20461fec46e450e0639b1e6410,7,1.000000
